MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,RecordID
0.1465677314584687,-0.7804478062838741,-1.5816585961541147,-1.5298380380893692,1.1685843083042207,1.352233353057448,0.5970772286729168,-1.2871001699905764,-1.6722170119830064,0.5403523606025783,1.6292809623309872,-0.762858128867047,-1.485793644936167,0.7965714223797836,1.265868106883699,-0.5510430212666302,-1.4271922141310183,-1.0076081458043284,0.4834433898619302,1.1778236177353205,1.0238682839454263,-0.5956574322330616,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.6953909591774329,-1.5565713758886264,-1.1075569193901977,1.300531749174387,1.415260783416427,0.36307132778747303,-1.9097201934006183,-1.8764813124408035,0.9038979895817713,2.069900297489812,-0.8871166012634194,-1.9590421143831787,0.4067143108574531,1.4128052184412474,-0.25050659813351345,-1.3013216417621776,-0.7584374231545287,0.17166934645033527,0.7791847338815246,0.5656172265690828,-0.4740025969237581,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.7832797464875552,-1.4958487586992235,-0.9909036427960968,0.9154723503913731,0.7634449047906682,0.05898786177223611,-2.0796189748395055,-1.940504284256177,1.3889941813807232,2.043701102528805,-0.7449424940340444,-1.877072253604943,0.5903328661921201,1.647421759078057,0.3458593143027777,-1.0095357546990913,-0.36993156605146416,-0.20894714605565945,0.29900904480115686,0.7775895703963596,-0.08429159410926924,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.45364664588812603,-0.7294864511771751,-0.7270452718680596,1.5058885549169134,2.1847157954797,0.09858485174032598,-1.6678743365341355,-1.2647113401104106,1.6866911274112495,2.050202601333461,-1.3182806659797615,-2.262323373721939,0.18146584292643195,1.077510900300294,-0.7695895963881951,-1.6275344098554798,-2.1808748631218275,-0.9815702030087797,-0.01616413045270832,-0.7047314460687295,-0.5153292143138368,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-1.0782681150110485,-1.4403410760271298,-0.8671647046667699,1.2529112396117437,1.2557316955492572,0.04830991087403919,-2.2790059603596062,-1.6809997237643808,1.6556826079997127,2.4004117421527287,-0.9239449443948243,-2.172607719150581,0.5027881021181095,1.7103923505179337,0.17325028401405665,-0.996448155894833,-0.7178863746894082,-0.47339335942125726,0.23251602863488963,0.8971497629310223,-0.0674257759043137,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-1.0239042615352056,-1.3077662777917696,-0.5994107919651556,1.3365653070273598,1.2426503003829306,0.1388751347912581,-1.83485069440311,-1.4308225352463402,1.7415866846529602,2.2781695532245054,-1.1405028414405718,-2.156167311163779,0.33917837877561646,1.505125291433025,0.10991014889662737,-1.2253625815279565,-1.626807951665083,-1.4780171430293332,-0.19457687254433306,0.5074815710149897,-0.18360798237984988,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-1.3807619460890772,-1.4165499999542641,-0.7969163980247129,1.5572096617523,0.6735544852495045,-0.23494061506043357,-2.1661662976391476,-1.6498124606111564,1.2905586407747984,2.0129786538407735,-0.9215764393146851,-1.8724532053498948,0.43480187041304946,1.6985076243265491,0.1900618971908314,-0.9800462785297102,-0.7423468519581169,-0.44215416027013005,0.46843270504459994,0.3563224232331345,-0.3526114350483691,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.8161477903957008,-1.308724041850098,-1.0093775201692998,0.9371243097671055,0.6417285297804355,0.0419375975546526,-1.57313681220277,-1.6015806635780738,1.0745059739290628,2.033635080028049,-0.6867384311377984,-1.9427998670208104,0.19819977821109266,1.5244475513069744,0.28013330654371704,-1.0478277442199861,-0.6605941195760239,-0.08677303005117697,0.3273002662801536,0.41237168891960124,-0.5358647966592083,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.2389977532491052,-1.0755898733132685,-0.43822045145386435,1.5878949652869312,1.4493429445941302,0.5810180435648565,-1.4905963525861279,-1.598082660697438,1.1894837390430841,2.0644070958929186,-1.0659142136319222,-2.094798477108666,-0.037641466678675795,0.8856975437573342,-0.6190106881998558,-1.5168048465417683,-1.4204921308263223,-1.30181694346147,-0.6931695826421743,-0.5006246363985931,-0.6907162490657572,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.1465677314584687,-0.9284947228012246,-1.5879170465769983,-0.8073598228812391,1.4588690969218914,1.7425070624552337,0.15979222004890092,-2.5262555839809084,-1.963312065233813,1.671421026636705,2.5884154616621493,-0.8618474831623635,-2.317179584255869,0.5371411716038089,1.8027693569237182,0.09485352504975252,-1.0123030869512075,-0.7119160024904246,-0.7494555053215367,0.1404761994418156,0.6655459498032219,0.0037071013952680856,Leptodactylidae,Adenomera,AdenomeraAndre,1
